"iso_code","year","GDP"
"EUU",2021,17496551469916.3
"EUU",2022,16995332000257.8
"EUU",2023,18590720056635.3
"EUU",2024,NA
"FCS",1960,34157915798.1707
"FCS",1961,35668456087.2839
"FCS",1962,39417208511.7769
"FCS",1963,45049610945.4602
"FCS",1964,40767511063.5006
"FCS",1965,44789142770.6852
"FCS",1966,47787351329.1555
"FCS",1967,47130737856.6514
"FCS",1968,52073362434.2316
"FCS",1969,58442568788.19
"FCS",1970,69598976288.9106
"FCS",1971,71676944408.5264
"FCS",1972,82981206234.4754
"FCS",1973,102637595519.678
"FCS",1974,154500501370.34
"FCS",1975,169458804941.041
"FCS",1976,201267535149.39
"FCS",1977,222208044710.024
"FCS",1978,243685858510.054
"FCS",1979,307154736839.847
"FCS",1980,388435472958.797
"FCS",1981,511405516848.27
"FCS",1982,488173929667.414
"FCS",1983,421548878321.183
"FCS",1984,379257701707.786
"FCS",1985,385609115543.694
"FCS",1986,355386443050.274
"FCS",1987,357267079871.818
"FCS",1988,387869555208.841
"FCS",1989,383756277705.485
"FCS",1990,547420521771.171
"FCS",1991,386386041287.994
"FCS",1992,344549819242.956
"FCS",1993,351153455617.031
"FCS",1994,353239960487.675
"FCS",1995,431762240285.391
"FCS",1996,466440941348.014
"FCS",1997,522326827962.996
"FCS",1998,536100183086.738
"FCS",1999,400171061469.107
"FCS",2000,468035912008.33
"FCS",2001,458017420440.076
"FCS",2002,446928492947.342
"FCS",2003,470618172949.344
"FCS",2004,596965161825.212
"FCS",2005,755161140843.538
"FCS",2006,945955881988.959
"FCS",2007,1159333980552.51
"FCS",2008,1481946534651.73
"FCS",2009,1342728605432.09
"FCS",2010,1593982235245.23
"FCS",2011,1664322263474.61
"FCS",2012,1862136657810.93
"FCS",2013,1934772047196.28
"FCS",2014,2052980592421.38
"FCS",2015,1616325901440.2
"FCS",2016,1489694054525.15
"FCS",2017,1588837232239.02
"FCS",2018,1734689832167.02
"FCS",2019,1842632114099.19
"FCS",2020,1675406927630.4
"FCS",2021,1786326958459.63
"FCS",2022,1964841634349.73
"FCS",2023,1937937125126.32
"FCS",2024,NA
"FIN",1960,5279481824.12983
"FIN",1961,5984433774.41601
"FIN",1962,6407796042.70357
"FIN",1963,6958916548.12933
"FIN",1964,7848987792.54261
"FIN",1965,8680393838.88018
"FIN",1966,9306142171.60056
"FIN",1967,9468272357.09549
"FIN",1968,8916565040.54632
"FIN",1969,10177524838.9004
"FIN",1970,11358529161.9479
"FIN",1971,12528522307.4737
"FIN",1972,14744499569.8308
"FIN",1973,19474098335.1486
"FIN",1974,24851036710.2568
"FIN",1975,29475251333.4411
"FIN",1976,31852352669.6415
"FIN",1977,33502784417.884
"FIN",1978,36259392057.7617
"FIN",1979,44469218439.9328
"FIN",1980,53649984061.205
"FIN",1981,52440066133.9212
"FIN",1982,52784013815.2214
"FIN",1983,50956447480.7857
"FIN",1984,52870993272.6553
"FIN",1985,55856676899.4628
"FIN",1986,73511611541.1682
"FIN",1987,91564993913.1611
"FIN",1988,109039090262.971
"FIN",1989,118991270611.057
"FIN",1990,141446120354.533
"FIN",1991,127794441993.824
"FIN",1992,112537828510.751
"FIN",1993,89112105756.2194
"FIN",1994,103182697780.307
"FIN",1995,134060457516.34
"FIN",1996,131991975148.848
"FIN",1997,126862902302.142
"FIN",1998,133990876724.522
"FIN",1999,135234241918.147
"FIN",2000,125967821110.589
"FIN",2001,129519672868.898
"FIN",2002,140360963811.765
"FIN",2003,171612867735.686
"FIN",2004,197458297639.769
"FIN",2005,204859368790.661
"FIN",2006,217044068234.117
"FIN",2007,256360251537.648
"FIN",2008,285698662071.094
"FIN",2009,253480783439.453
"FIN",2010,249429613683.334
"FIN",2011,275126915515.565
"FIN",2012,257443384492.969
"FIN",2013,270268036626.275
"FIN",2014,273478528954.901
"FIN",2015,233210733506.25
"FIN",2016,238777818792.608
"FIN",2017,253846138440
"FIN",2018,273869255596.078
"FIN",2019,267014821129.411
"FIN",2020,270000311606.226
"FIN",2021,294223210496.119
"FIN",2022,280241515774.32
"FIN",2023,295532341254.907
"FIN",2024,NA
"FJI",1960,112328422.113084
"FJI",1961,116987784.913739
"FJI",1962,122906434.957814
"FJI",1963,129454728.623599
"FJI",1964,140032741.468329
"FJI",1965,147084750.031482
"FJI",1966,150603925.515853
"FJI",1967,162625885.863484
"FJI",1968,166952937.135005
"FJI",1969,182182067.703568
"FJI",1970,219878482.173564
"FJI",1971,247749327.721267
"FJI",1972,316656648.698957
"FJI",1973,425950487.519894
"FJI",1974,558587097.382833
"FJI",1975,684282434.361095
"FJI",1976,694540806.380644
"FJI",1977,719501765.783049
"FJI",1978,829267889.429373
"FJI",1979,1019691460.17376
"FJI",1980,1202618816.20852
"FJI",1981,1235626770.50924
"FJI",1982,1194059943.22478
"FJI",1983,1123085190.06509
"FJI",1984,1178000677.99929
"FJI",1985,1141168943.97661
"FJI",1986,1290267339.65006
"FJI",1987,1177947965.12142
"FJI",1988,1110009522.75743
"FJI",1989,1182660265.76635
"FJI",1990,1337017559.49728
"FJI",1991,1383883249.591
"FJI",1992,1532411039.05479
"FJI",1993,1636101246.9394
"FJI",1994,1825732092.54674
"FJI",1995,1970301486.20561
"FJI",1996,2128696643.62574
"FJI",1997,2090221137.02876
"FJI",1998,1653146716.58235
"FJI",1999,1936459986.03795
"FJI",2000,1678219507.89829
"FJI",2001,1652462023.46215
"FJI",2002,1833279985.36741
"FJI",2003,2300492465.32276
"FJI",2004,2708078476.63012
"FJI",2005,2980403844.72096
"FJI",2006,3076305452.86506
"FJI",2007,3378314599.76402
"FJI",2008,3523185919.55826
"FJI",2009,2870624635.68032
"FJI",2010,3140166712.79624
"FJI",2011,3779411899.37483
"FJI",2012,3972028104.47328
"FJI",2013,4189967998.51424
"FJI",2014,4857104791.41609
"FJI",2015,4682479912.05203
"FJI",2016,4930213634.35692
"FJI",2017,5353469171.0611
"FJI",2018,5581425324.91185
"FJI",2019,5444407214.31758
"FJI",2020,4432466237.09588
"FJI",2021,4305031630.81808
"FJI",2022,4969503560.7735
"FJI",2023,5442046565.04719
"FJI",2024,NA
"FRA",1960,61756878990.3
"FRA",1961,66806595974.7159
"FRA",1962,74888595285.8833
"FRA",1963,83957182115.028
"FRA",1964,93079224076.2648
"FRA",1965,100522559916.017
"FRA",1966,108928356518.505
"FRA",1967,117751396249.071
"FRA",1968,128427504709.055
"FRA",1969,140361802781.576
"FRA",1970,146926998937.05
"FRA",1971,164238872972.653
"FRA",1972,201621751625.488
"FRA",1973,262343828815.557
"FRA",1974,283102178123.295
"FRA",1975,356780728162.766
"FRA",1976,368488292816.171
"FRA",1977,406736454934.474
"FRA",1978,501724418604.651
"FRA",1979,608218624730.188
"FRA",1980,694529183483.39
"FRA",1981,609184791792.396
"FRA",1982,578152310609.841
"FRA",1983,553356312935.709
"FRA",1984,525033325827.516
"FRA",1985,547220981165.134
"FRA",1986,764946585850.933
"FRA",1987,926320855614.973
"FRA",1988,1010827662151.75
"FRA",1989,1016742237302.08
"FRA",1990,1257649439826.53
"FRA",1991,1258961748633.88
"FRA",1992,1389663073110.28
"FRA",1993,1314383368079.69
"FRA",1994,1385822778827.98
"FRA",1995,1595219345511.89
"FRA",1996,1598889216566.23
"FRA",1997,1449392222971.45
"FRA",1998,1496906382032.47
"FRA",1999,1486915879701.93
"FRA",2000,1360959069477.49
"FRA",2001,1370376677298.86
"FRA",2002,1492427756382.43
"FRA",2003,1835095983049.09
"FRA",2004,2109792297237.03
"FRA",2005,2192146403028.17
"FRA",2006,2317861544690.82
"FRA",2007,2655816911866.56
"FRA",2008,2926802941585.86
"FRA",2009,2700075882518.98
"FRA",2010,2646230027988.34
"FRA",2011,2870408553990.28
"FRA",2012,2683007095787.23
"FRA",2013,2816077607875.26
"FRA",2014,2861236112552.42
"FRA",2015,2442483452642.5
"FRA",2016,2470407619777.13
"FRA",2017,2588868323334.71
"FRA",2018,2781576320884.39
"FRA",2019,2722793515171.76
"FRA",2020,2647926055110.05
"FRA",2021,2966433692008.09
"FRA",2022,2796302210398.84
"FRA",2023,3051831611384.76
"FRA",2024,NA
"FRO",1960,NA
"FRO",1961,NA
"FRO",1962,NA
"FRO",1963,NA
"FRO",1964,NA
"FRO",1965,57954522.4217259
"FRO",1966,64397131.0846457
"FRO",1967,66225403.5588069
"FRO",1968,65186666.6666667
"FRO",1969,70106666.6666667
"FRO",1970,84933333.3333333
"FRO",1971,99219082.8537991
"FRO",1972,119335897.815202
"FRO",1973,161236465.823622
"FRO",1974,196771070.895339
"FRO",1975,227404436.013679
"FRO",1976,270470345.449357
"FRO",1977,347798304.635267
"FRO",1978,397833034.884512
"FRO",1979,448568492.658561
"FRO",1980,493014300.005217
"FRO",1981,456244919.010912
"FRO",1982,444047495.320099
"FRO",1983,486605127.702681
"FRO",1984,426008864.692169
"FRO",1985,459307281.195335
"FRO",1986,688914288.878298
"FRO",1987,886508622.334316
"FRO",1988,968576956.930265
"FRO",1989,871935350.384909
"FRO",1990,960805408.949872
"FRO",1991,909253214.82608
"FRO",1992,912670413.325883
"FRO",1993,760957189.757646
"FRO",1994,758739178.612171
"FRO",1995,901404709.830684
"FRO",1996,989536914.659081
"FRO",1997,933763083.395627
"FRO",1998,1104744235.30111
"FRO",1999,1127684827.35686
"FRO",2000,1067109530.64798
"FRO",2001,1160268212.07291
"FRO",2002,1275093689.27107
"FRO",2003,1501941580.88903
"FRO",2004,1724770770.83393
"FRO",2005,1759739599.22694
"FRO",2006,2017680834.89917
"FRO",2007,2339015313.29513
"FRO",2008,2489873249.62815
"FRO",2009,2296065170.05552
"FRO",2010,2331796784.36009
"FRO",2011,2505740669.27039
"FRO",2012,2427200388.91831
"FRO",2013,2690110520.92548
"FRO",2014,2914012679.27277
"FRO",2015,2573905971.05459
"FRO",2016,2813278868.78208
"FRO",2017,2980057377.87967
"FRO",2018,3188600927.46688
"FRO",2019,3266432734.22819
"FRO",2020,3271813311.5831
"FRO",2021,3664686796.62669
"FRO",2022,3566698397.6602
"FRO",2023,3907323961.33964
"FRO",2024,NA
"FSM",1960,NA
"FSM",1961,NA
"FSM",1962,NA
"FSM",1963,NA
"FSM",1964,NA
"FSM",1965,NA
"FSM",1966,NA
"FSM",1967,NA
"FSM",1968,NA
"FSM",1969,NA
"FSM",1970,19885926
"FSM",1971,21783158
"FSM",1972,25100928
"FSM",1973,34821467
"FSM",1974,46095175
"FSM",1975,46119184
"FSM",1976,46813193
"FSM",1977,47305560
"FSM",1978,53656834
"FSM",1979,60270778
"FSM",1980,64186644
"FSM",1981,76472529
"FSM",1982,80055706
"FSM",1983,84110353
"FSM",1984,84676118
"FSM",1985,101931941
"FSM",1986,112210000
"FSM",1987,116700000
"FSM",1988,124700000
"FSM",1989,135200000
"FSM",1990,147200000
"FSM",1991,166200000
"FSM",1992,178100000
"FSM",1993,198400000
"FSM",1994,202500000
"FSM",1995,221575300
"FSM",1996,218534700
"FSM",1997,206626300
"FSM",1998,218873100
"FSM",1999,220140500
"FSM",2000,233271800
"FSM",2001,240970900
"FSM",2002,242517200
"FSM",2003,245432900
"FSM",2004,240236000
"FSM",2005,250281900
"FSM",2006,253541900
"FSM",2007,256787200
"FSM",2008,263145100
"FSM",2009,280284600
"FSM",2010,296944100
"FSM",2011,311301600
"FSM",2012,327248700
"FSM",2013,317214400
"FSM",2014,319271200
"FSM",2015,316489900
"FSM",2016,3.25e+08
"FSM",2017,3.59e+08
"FSM",2018,3.92e+08
"FSM",2019,3.94e+08
"FSM",2020,3.72e+08
"FSM",2021,3.9e+08
"FSM",2022,4.3e+08
"FSM",2023,4.6e+08
"FSM",2024,NA
"GAB",1960,141468977.799846
"GAB",1961,167637907.122782
"GAB",1962,182796536.266025
"GAB",1963,154480244.055222
"GAB",1964,215679855.342091
"GAB",1965,226474285.779063
"GAB",1966,245849781.273234
"GAB",1967,271543680.048895
"GAB",1968,294468564.245272
"GAB",1969,318124701.478771
"GAB",1970,323802475.512425
"GAB",1971,381687072.622379
"GAB",1972,430508358.514204
"GAB",1973,722780701.295854
"GAB",1974,1544216001.66059
"GAB",1975,2157592940.04234
"GAB",1976,3009409974.26856
"GAB",1977,2809349069.22118
"GAB",1978,2389479271.66616
"GAB",1979,3030251120.09759
"GAB",1980,4279637942.25144
"GAB",1981,3862269120.53497
"GAB",1982,3618007841.13503
"GAB",1983,3391275731.53751
"GAB",1984,3561451560.50783
"GAB",1985,3339914757.22872
"GAB",1986,3403638189.20049
"GAB",1987,3281797043.04996
"GAB",1988,3834503376.02992
"GAB",1989,4186411463.85975
"GAB",1990,5952293764.84777
"GAB",1991,5402919784.57004
"GAB",1992,5592390827.39854
"GAB",1993,4378645081.01769
"GAB",1994,4190819344.22255
"GAB",1995,4958845648.04778
"GAB",1996,5694040002.89863
"GAB",1997,5326817114.53586
"GAB",1998,4483417309.83011
"GAB",1999,4662992036.2073
"GAB",2000,5080483628.53013
"GAB",2001,5023265413.2623
"GAB",2002,5335451099.88223
"GAB",2003,6511903365.47554
"GAB",2004,7770219008.21293
"GAB",2005,9582783990.85345
"GAB",2006,10327598306.4575
"GAB",2007,12455409587.3371
"GAB",2008,15571348344.3379
"GAB",2009,12113699068.2517
"GAB",2010,14372593020.2885
"GAB",2011,18210307743.5816
"GAB",2012,17170464016.0593
"GAB",2013,17595744798.3398
"GAB",2014,18203966895.8433
"GAB",2015,14383107762.6952
"GAB",2016,14023890265.3665
"GAB",2017,14929487485.1623
"GAB",2018,16867326401.9626
"GAB",2019,16874405465.391
"GAB",2020,15342236163.9864
"GAB",2021,19444935097.2395
"GAB",2022,20440655695.1804
"GAB",2023,19388402541.6698
"GAB",2024,NA
"GBR",1960,73233967692.1028
"GBR",1961,77741965703.3544
"GBR",1962,81247564156.8246
"GBR",1963,86561961812.3249
"GBR",1964,94407558351.1616
"GBR",1965,101824755078.991
"GBR",1966,108572752102.045
"GBR",1967,113116888210.787
"GBR",1968,107759910067.889
"GBR",1969,116464702803.218
"GBR",1970,130671946244.3
"GBR",1971,148113896325.14
"GBR",1972,169965034965.035
"GBR",1973,192537971582.558
"GBR",1974,206131369798.971
"GBR",1975,241756637168.142
"GBR",1976,232614555256.065
"GBR",1977,263066457352.172
"GBR",1978,335883029721.956
"GBR",1979,438994070309.191
"GBR",1980,564947710899.373
"GBR",1981,540765675241.158
"GBR",1982,515048916841.37
"GBR",1983,489618008185.539
"GBR",1984,461487097632.349
"GBR",1985,489285164271.047
"GBR",1986,601452653180.885
"GBR",1987,745162608269.325
"GBR",1988,910122732123.799
"GBR",1989,926884816753.927
"GBR",1990,1093169389204.55
"GBR",1991,1142797178130.51
"GBR",1992,1179659529659.53
"GBR",1993,1061388722255.55
"GBR",1994,1140489745944.29
"GBR",1995,1344240176739.78
"GBR",1996,1419645865834.63
"GBR",1997,1560911918795.02
"GBR",1998,1653694932096.72
"GBR",1999,1687830448147.55
"GBR",2000,1665534876683.31
"GBR",2001,1649827263567.01
"GBR",2002,1785729916067.15
"GBR",2003,2054422857142.86
"GBR",2004,2421525082387.4
"GBR",2005,2.54318e+12
"GBR",2006,2708441582336.71
"GBR",2007,3090510204081.63
"GBR",2008,2929411764705.88
"GBR",2009,2412840006231.5
"GBR",2010,2485482596184.71
"GBR",2011,2663805834828.07
"GBR",2012,2707089726614.64
"GBR",2013,2784853502534.29
"GBR",2014,3064708247921.43
"GBR",2015,2927911140916.73
"GBR",2016,2689106566899.61
"GBR",2017,2680148052335.3
"GBR",2018,2871340347581.79
"GBR",2019,2851407164907.81
"GBR",2020,2696778386607.65
"GBR",2021,3143323050707.26
"GBR",2022,3114042471144.39
"GBR",2023,3380854520809.54
"GBR",2024,NA
"GEO",1960,NA
"GEO",1961,NA
"GEO",1962,NA
"GEO",1963,NA
"GEO",1964,NA
"GEO",1965,NA
"GEO",1966,NA
"GEO",1967,NA
"GEO",1968,NA
"GEO",1969,NA
"GEO",1970,NA
"GEO",1971,NA
"GEO",1972,NA
"GEO",1973,NA
"GEO",1974,NA
"GEO",1975,NA
"GEO",1976,NA
"GEO",1977,NA
"GEO",1978,NA
"GEO",1979,NA
"GEO",1980,NA
"GEO",1981,NA
"GEO",1982,NA
"GEO",1983,NA
"GEO",1984,NA
"GEO",1985,NA
"GEO",1986,NA
"GEO",1987,7321981333.6772
"GEO",1988,8833588173.40023
"GEO",1989,8902632715.25406
"GEO",1990,7735927263.59261
"GEO",1991,6339735099.33775
"GEO",1992,3690328963.64086
"GEO",1993,2701181331.30816
"GEO",1994,2513870586.73344
"GEO",1995,2693731865.97036
"GEO",1996,3094935186.76896
"GEO",1997,3510520231.21387
"GEO",1998,3613497316.55319
"GEO",1999,2800025882.71672
"GEO",2000,3057475335.18846
"GEO",2001,3219462262.0075
"GEO",2002,3395766677.67315
"GEO",2003,3991377904.13162
"GEO",2004,5125365191.98664
"GEO",2005,6410912049.87105
"GEO",2006,7745250733.95067
"GEO",2007,10172931088.5655
"GEO",2008,12795145130.9103
"GEO",2009,10766920065.8251
"GEO",2010,12426907967.1578
"GEO",2011,15475290469.2869
"GEO",2012,16894392033.2256
"GEO",2013,17517660143.6859
"GEO",2014,17966015109.3043
"GEO",2015,15223796148.8396
"GEO",2016,15444548901.9637
"GEO",2017,16473125375.0684
"GEO",2018,17902544880.6471
"GEO",2019,17638337116.9126
"GEO",2020,16010869215.68
"GEO",2021,18853115588.8106
"GEO",2022,24984568959.605
"GEO",2023,30777833585.4441
"GEO",2024,NA
"GHA",1960,1217230094.97205
"GHA",1961,1302674324.88378
"GHA",1962,1382515654.47343
"GHA",1963,1540797588.57221
"GHA",1964,1731296199.52296
"GHA",1965,2053462968.0426
"GHA",1966,2126300672.22965
"GHA",1967,1747187644.9031
"GHA",1968,1666909517.65205
"GHA",1969,1962050555.7775
"GHA",1970,2215028588.45646
"GHA",1971,2417108577.52739
"GHA",1972,2112293279.98507
"GHA",1973,3006766758.43977
"GHA",1974,2894409937.8882
"GHA",1975,2810106382.97872
"GHA",1976,2765254237.28814
"GHA",1977,3189428571.42857
"GHA",1978,3662478184.99127
"GHA",1979,4020227920.22792
"GHA",1980,4445228215.76763
"GHA",1981,4222441860.46512
"GHA",1982,4035994397.7591
"GHA",1983,4057275132.27513
"GHA",1984,4412279843.44423
"GHA",1985,4504306722.68908
"GHA",1986,5735677433.82683
"GHA",1987,5074829931.97279
"GHA",1988,5197765031.64557
"GHA",1989,5251858439.874
"GHA",1990,5889106573.46088
"GHA",1991,6603185267.79643
"GHA",1992,6416103925.83267
"GHA",1993,5968922939.37198
"GHA",1994,5446383726.77047
"GHA",1995,6464382807.67884
"GHA",1996,6932991739.37767
"GHA",1997,6891443192.24985
"GHA",1998,7482069162.42008
"GHA",1999,7718109982.26093
"GHA",2000,4982850662.20851
"GHA",2001,5314872854.4405
"GHA",2002,6166197847.85031
"GHA",2003,7632723555.66221
"GHA",2004,8881417906.71432
"GHA",2005,10744568381.4456
"GHA",2006,20885037596.6963
"GHA",2007,24827339138.4906
"GHA",2008,28679383241.0729
"GHA",2009,26048720005.5233
"GHA",2010,32197655566.5347
"GHA",2011,39336668080.559
"GHA",2012,41271701060.954
"GHA",2013,62824629066.0408
"GHA",2014,54783319817.3705
"GHA",2015,49406010054.2663
"GHA",2016,56164929304.8754
"GHA",2017,60405924078.7278
"GHA",2018,67298914624.3723
"GHA",2019,68337969247.7067
"GHA",2020,70043099675.68
"GHA",2021,79524421861.2743
"GHA",2022,74263364041.8742
"GHA",2023,76370396722.154
"GHA",2024,NA
"GIB",1960,NA
"GIB",1961,NA
"GIB",1962,NA
"GIB",1963,NA
"GIB",1964,NA
"GIB",1965,NA
"GIB",1966,NA
"GIB",1967,NA
"GIB",1968,NA
"GIB",1969,NA
"GIB",1970,NA
"GIB",1971,NA
"GIB",1972,NA
"GIB",1973,NA
"GIB",1974,NA
"GIB",1975,NA
"GIB",1976,NA
"GIB",1977,NA
"GIB",1978,NA
"GIB",1979,NA
"GIB",1980,NA
"GIB",1981,NA
"GIB",1982,NA
"GIB",1983,NA
"GIB",1984,NA
"GIB",1985,NA
"GIB",1986,NA
"GIB",1987,NA
"GIB",1988,NA
"GIB",1989,NA
"GIB",1990,NA
"GIB",1991,NA
"GIB",1992,NA
"GIB",1993,NA
"GIB",1994,NA
"GIB",1995,NA
"GIB",1996,NA
"GIB",1997,NA
"GIB",1998,NA
"GIB",1999,NA
"GIB",2000,NA
"GIB",2001,NA
"GIB",2002,NA
"GIB",2003,NA
"GIB",2004,NA
"GIB",2005,NA
"GIB",2006,NA
"GIB",2007,NA
"GIB",2008,NA
"GIB",2009,NA
"GIB",2010,NA
"GIB",2011,NA
"GIB",2012,NA
"GIB",2013,NA
"GIB",2014,NA
"GIB",2015,NA
"GIB",2016,NA
"GIB",2017,NA
"GIB",2018,NA
"GIB",2019,NA
"GIB",2020,NA
"GIB",2021,NA
"GIB",2022,NA
"GIB",2023,NA
"GIB",2024,NA
"GIN",1960,NA
"GIN",1961,NA
"GIN",1962,NA
"GIN",1963,NA
"GIN",1964,NA
"GIN",1965,NA
"GIN",1966,NA
"GIN",1967,NA
"GIN",1968,NA
"GIN",1969,NA
"GIN",1970,3220224607.81851
"GIN",1971,3594302908.06164
"GIN",1972,4203069035.01427
"GIN",1973,5152080387.55572
"GIN",1974,5691417541.33871
"GIN",1975,6102769605.43001
"GIN",1976,6762781870.6211
"GIN",1977,6914381290.57116
"GIN",1978,8087305999.0597
"GIN",1979,8877094497.44971
"GIN",1980,9746524915.08071
"GIN",1981,9646440666.52864
"GIN",1982,11926032493.4301
"GIN",1983,15129893722.3449
"GIN",1984,18421497251.1767
"GIN",1985,22787644565.9059
"GIN",1986,2909130355.238
"GIN",1987,2976714019.06852
"GIN",1988,3476480303.12273
"GIN",1989,3546079262.94987
"GIN",1990,3888320665.52218
"GIN",1991,4396178694.1535
"GIN",1992,4789220416.70641
"GIN",1993,4781166116.51789
"GIN",1994,4932800406.92974
"GIN",1995,5385704166.43341
"GIN",1996,5641243099.76661
"GIN",1997,5516916163.0949
"GIN",1998,5232118046.3713
"GIN",1999,5046806782.54761
"GIN",2000,4367458866.71537
"GIN",2001,4125527603.22908
"GIN",2002,4301608752.51396
"GIN",2003,5025167975.26363
"GIN",2004,5300767960.51572
"GIN",2005,4282468636.90501
"GIN",2006,4220019845.26658
"GIN",2007,6281918226.34063
"GIN",2008,6964179983.18155
"GIN",2009,6716905339.73244
"GIN",2010,6853467145.53089
"GIN",2011,6785137203.33153
"GIN",2012,7638044556.84656
"GIN",2013,8376613539.28278
"GIN",2014,8778473372.82124
"GIN",2015,8794201742.84609
"GIN",2016,8595955222.49719
"GIN",2017,10324668271.1362
"GIN",2018,11857030366.7891
"GIN",2019,13442861496.4454
"GIN",2020,14088693742.9464
"GIN",2021,17069115737.8259
"GIN",2022,19910452541.9219
"GIN",2023,22199409741.2578
"GIN",2024,NA
"GMB",1960,NA
"GMB",1961,NA
"GMB",1962,NA
"GMB",1963,NA
"GMB",1964,NA
"GMB",1965,NA
"GMB",1966,44212081.3502297
"GMB",1967,46695006.9579374
"GMB",1968,41160065.8561054
"GMB",1969,45168072.2689156
"GMB",1970,52296083.6737339
"GMB",1971,55728663.222684
"GMB",1972,59160569.4804413
"GMB",1973,75187749.0961317
"GMB",1974,95796021.6888272
"GMB",1975,115179719.077633
"GMB",1976,112190829.470457
"GMB",1977,138093099.09774
"GMB",1978,171833086.019624
"GMB",1979,207112627.726094
"GMB",1980,241083090.303623
"GMB",1981,218767743.459101
"GMB",1982,216050552.301584
"GMB",1983,213448584.936945
"GMB",1984,177340880.086204
"GMB",1985,225726358.890914
"GMB",1986,185646986.824927
"GMB",1987,220626484.224811
"GMB",1988,266672211.934161
"GMB",1989,284120329.401023
"GMB",1990,317083695.477797
"GMB",1991,690311080.515018
"GMB",1992,714254256.122189
"GMB",1993,755040974.087322
"GMB",1994,746493951.900959
"GMB",1995,785999864.840299
"GMB",1996,848239446.21576
"GMB",1997,803633342.473706
"GMB",1998,840285264.631545
"GMB",1999,814724032.065735
"GMB",2000,782913871.80966
"GMB",2001,687410645.063943
"GMB",2002,578235309.327198
"GMB",2003,487038685.045496
"GMB",2004,961900651.423441
"GMB",2005,1027701067.55688
"GMB",2006,1054112487.74083
"GMB",2007,1279703047.0221
"GMB",2008,1561766955.73024
"GMB",2009,1450142508.57808
"GMB",2010,1543294926.87301
"GMB",2011,1409693596.93594
"GMB",2012,1415004738.26621
"GMB",2013,1375609453.43746
"GMB",2014,1229461721.40861
"GMB",2015,1378176608.93204
"GMB",2016,1484578885.97132
"GMB",2017,1504909462.69521
"GMB",2018,1670671327.81651
"GMB",2019,1813609692.49994
"GMB",2020,1812170891.19069
"GMB",2021,2014158842.14596
"GMB",2022,2204734527.88096
"GMB",2023,2396111021.64149
"GMB",2024,NA
"GNB",1960,NA
"GNB",1961,NA
"GNB",1962,NA
"GNB",1963,NA
"GNB",1964,NA
"GNB",1965,NA
"GNB",1966,NA
"GNB",1967,NA
"GNB",1968,NA
"GNB",1969,NA
"GNB",1970,204670550.76064
"GNB",1971,204167296.856603
"GNB",1972,227986203.29754
"GNB",1973,232331281.355932
"GNB",1974,256769730.263158
"GNB",1975,283311996.82299
"GNB",1976,292152321.493146
"GNB",1977,298871674.860041
"GNB",1978,318876550.432277
"GNB",1979,308143183.311819
"GNB",1980,287648258.258297
"GNB",1981,402230865.151515
"GNB",1982,430284021.883771
"GNB",1983,425225176.812165
"GNB",1984,359980490.728569
"GNB",1985,373959151.148591
"GNB",1986,338524232.567315
"GNB",1987,451893374.95907
"GNB",1988,427514321.528126
"GNB",1989,554072302.828333
"GNB",1990,634187269.235013
"GNB",1991,668470890.785147
"GNB",1992,588309271.28603
"GNB",1993,615779518.807114
"GNB",1994,612502084.797565
"GNB",1995,660195402.013602
"GNB",1996,702965147.568054
"GNB",1997,698107222.422492
"GNB",1998,591034143.426384
"GNB",1999,579365780.135134
"GNB",2000,391345597.488269
"GNB",2001,412610871.509121
"GNB",2002,466773711.235579
"GNB",2003,553614800.145707
"GNB",2004,582169841.298304
"GNB",2005,639776040.688424
"GNB",2006,634781901.251494
"GNB",2007,753162998.015113
"GNB",2008,952667544.037289
"GNB",2009,890167833.369849
"GNB",2010,940112538.936436
"GNB",2011,1157074319.19388
"GNB",2012,1049412177.11413
"GNB",2013,1109682824.13594
"GNB",2014,1135250721.0374
"GNB",2015,1152384166.79638
"GNB",2016,1245074264.10396
"GNB",2017,1469978606.12143
"GNB",2018,1554133593.91699
"GNB",2019,1588638853.59328
"GNB",2020,1646400349.84867
"GNB",2021,1853796455.89489
"GNB",2022,1796608530.82267
"GNB",2023,2048348108.35852
"GNB",2024,NA
"GNQ",1960,NA
"GNQ",1961,NA
"GNQ",1962,37253333.3333333
"GNQ",1963,44266666.6666667
"GNQ",1964,51915000
"GNQ",1965,64748333.3333333
"GNQ",1966,69110000
"GNQ",1967,72317446.9327193
"GNQ",1968,67514285.7142857
"GNQ",1969,67225714.2857143
"GNQ",1970,66331428.5714286
"GNQ",1971,64946954.756798
"GNQ",1972,65429198.238708
"GNQ",1973,81203226.9138345
"GNQ",1974,94159862.7073691
"GNQ",1975,104295643.388437
"GNQ",1976,103653049.93797
"GNQ",1977,103987520.075827
"GNQ",1978,NA
"GNQ",1979,NA
"GNQ",1980,50642880.7737503
"GNQ",1981,36731422.8456914
"GNQ",1982,44294647.733479
"GNQ",1983,44442456.94764
"GNQ",1984,50320914.4065688
"GNQ",1985,62118569.9654481
"GNQ",1986,76407395.8727542
"GNQ",1987,93345859.52973
"GNQ",1988,100534656.881732
"GNQ",1989,88265974.861049
"GNQ",1990,112119411.489965
"GNQ",1991,110906028.536862
"GNQ",1992,134707183.84662
"GNQ",1993,136047906.245408
"GNQ",1994,100807002.540195
